hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,9,2017,March,11,12,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,102.43,0,0,Canceled,04/03/2017
City Hotel,0,1,2016,January,1,2,0,1,2,0,0,BB,BRA,Direct,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Transient,107,0,1,Check-Out,03/01/2016
City Hotel,0,5,2016,March,11,8,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,103,0,0,Check-Out,10/03/2016
City Hotel,0,29,2015,December,49,4,1,2,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Contract,183.67,0,1,Check-Out,07/12/2015
City Hotel,1,173,2017,April,16,21,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,2,Canceled,24/03/2017
City Hotel,1,273,2016,May,20,13,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,,0,Transient,95,0,0,Canceled,18/12/2015
City Hotel,0,66,2016,July,30,18,1,0,1,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,69.3,0,1,Check-Out,19/07/2016
City Hotel,0,65,2015,September,39,25,2,3,1,0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,118.14,0,1,Check-Out,30/09/2015
City Hotel,0,58,2016,October,42,15,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9,,0,Transient,110.36,0,2,Check-Out,20/10/2016
City Hotel,0,185,2017,May,20,18,0,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,139.2,0,2,Check-Out,21/05/2017
City Hotel,1,167,2016,June,27,28,0,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.75,0,0,Canceled,13/01/2016
City Hotel,0,23,2017,January,3,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,103.25,0,0,Check-Out,19/01/2017
City Hotel,1,29,2015,October,44,29,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,,0,Contract,120,0,3,Canceled,13/10/2015
City Hotel,0,99,2016,April,18,28,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114.3,0,1,Check-Out,30/04/2016
City Hotel,0,174,2017,May,19,13,1,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,79,,0,Transient,118.8,0,0,Check-Out,15/05/2017
City Hotel,1,419,2016,September,36,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,0,1,2016,May,20,11,0,1,2,0,0,BB,ITA,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,109.65,0,1,Check-Out,12/05/2016
City Hotel,0,96,2016,May,22,23,1,0,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,116.1,0,1,Check-Out,24/05/2016
City Hotel,0,192,2016,October,45,31,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,68.23,0,0,Check-Out,03/11/2016
City Hotel,0,72,2016,April,16,11,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,79.56,0,0,Check-Out,16/04/2016
City Hotel,1,166,2016,July,28,7,1,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.95,0,0,Canceled,14/03/2016
City Hotel,0,34,2015,October,44,25,2,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40,0,Transient,65,0,0,Check-Out,28/10/2015
City Hotel,1,119,2017,August,33,17,0,3,2,0,0,BB,DNK,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,140,0,0,Canceled,17/08/2017
City Hotel,1,185,2015,July,28,5,4,6,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,,0,Transient,76.5,0,0,Canceled,14/05/2015
City Hotel,0,144,2016,July,28,3,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,112,0,0,Check-Out,07/07/2016
City Hotel,1,109,2016,May,22,23,1,2,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,143.1,0,0,Canceled,05/02/2016
City Hotel,0,4,2016,February,7,11,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,91,0,1,Check-Out,13/02/2016
City Hotel,0,56,2016,April,17,22,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,119.1,1,1,Check-Out,24/04/2016
City Hotel,0,90,2016,September,37,5,1,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,86,,0,Transient-Party,95,0,3,Check-Out,11/09/2016
City Hotel,1,140,2015,December,53,29,0,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,,0,Transient,70,0,0,Canceled,19/10/2015
City Hotel,1,224,2017,June,26,27,0,3,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,2,Canceled,12/12/2016
City Hotel,1,39,2016,March,11,10,2,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,81.9,0,1,Canceled,03/03/2016
City Hotel,0,16,2017,August,34,26,2,1,2,0,1,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,126,0,2,Check-Out,29/08/2017
City Hotel,0,212,2017,June,23,8,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117,0,1,Check-Out,11/06/2017
City Hotel,0,189,2016,May,21,19,0,3,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,65,0,1,Check-Out,22/05/2016
City Hotel,0,14,2017,March,13,29,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,74.48,0,0,Check-Out,31/03/2017
City Hotel,1,215,2017,June,26,28,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110,0,0,Canceled,25/11/2016
City Hotel,0,20,2016,October,44,26,0,3,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,105,0,0,Check-Out,29/10/2016
City Hotel,1,192,2016,May,19,5,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9,,0,Transient,115.2,0,1,Canceled,28/10/2015
City Hotel,0,71,2016,March,12,18,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.95,0,1,Check-Out,22/03/2016
City Hotel,1,137,2016,January,5,27,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,,45,Transient,70,0,0,Canceled,27/10/2015
City Hotel,1,226,2017,June,24,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,,0,Transient,105,0,0,Canceled,21/04/2017
City Hotel,1,6,2016,May,21,16,1,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,101.7,0,0,Canceled,10/05/2016
City Hotel,1,56,2017,February,5,1,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,,0,Transient,60,0,0,Canceled,07/12/2016
City Hotel,0,215,2016,November,48,21,1,2,1,0,0,BB,HRV,Groups,Corporate,0,0,0,A,A,0,No Deposit,,233,0,Transient,75,0,0,Check-Out,24/11/2016
City Hotel,0,4,2016,January,5,25,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,38,,0,Transient-Party,59,0,0,Check-Out,26/01/2016
City Hotel,1,53,2017,January,4,24,0,4,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,,0,Transient,117.81,0,0,Canceled,19/12/2016
City Hotel,1,88,2015,September,39,26,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,170,0,0,Canceled,21/08/2015
City Hotel,0,180,2016,October,42,10,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234,,0,Transient-Party,120,0,1,Check-Out,13/10/2016
City Hotel,0,16,2017,May,21,22,1,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,200,0,2,Check-Out,23/05/2017
City Hotel,1,102,2016,December,50,5,1,1,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,0,Canceled,31/08/2016
City Hotel,1,80,2015,December,49,4,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,10,,0,Transient,110.2,0,0,Canceled,16/09/2015
City Hotel,1,60,2016,December,52,23,0,1,2,2,0,BB,AUT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,156.6,0,1,Canceled,27/10/2016
City Hotel,1,77,2016,February,9,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,64,0,0,Canceled,11/01/2016
City Hotel,1,25,2017,March,11,16,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,128,0,0,Canceled,19/02/2017
City Hotel,0,122,2016,April,16,15,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,151,,56,Transient-Party,85,0,0,Check-Out,17/04/2016
City Hotel,1,113,2016,May,23,31,0,3,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,202,0,Transient,100,0,0,Canceled,11/04/2016
City Hotel,1,164,2017,May,20,15,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160,0,0,Canceled,31/01/2017
City Hotel,0,7,2017,May,22,31,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,238,0,Transient,65,0,0,Check-Out,01/06/2017
City Hotel,0,54,2016,December,50,5,1,0,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,2,Check-Out,06/12/2016
City Hotel,0,12,2015,September,38,17,0,1,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,,0,Transient,152,0,1,Check-Out,18/09/2015
City Hotel,0,14,2016,December,50,5,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40,0,Transient,67,0,0,Check-Out,06/12/2016
City Hotel,0,34,2016,February,7,8,1,4,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,73.9,0,0,Check-Out,13/02/2016
City Hotel,1,26,2016,September,40,27,0,4,2,2,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,226.5,0,0,Canceled,02/09/2016
City Hotel,1,16,2016,May,23,29,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,111,0,0,Canceled,13/05/2016
City Hotel,0,41,2016,March,12,13,2,1,2,0,0,BB,POL,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,193,0,Transient-Party,85.67,0,0,Check-Out,16/03/2016
City Hotel,0,128,2017,May,21,26,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient-Party,126,0,1,Check-Out,28/05/2017
City Hotel,0,57,2017,May,20,20,0,1,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,218,0,2,Check-Out,21/05/2017
City Hotel,0,93,2017,June,24,17,2,5,2,0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,178.2,0,0,Check-Out,24/06/2017
City Hotel,0,1,2016,June,26,22,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,129,0,2,Check-Out,23/06/2016
City Hotel,1,96,2017,April,17,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,,0,Transient,130,0,0,Canceled,20/01/2017
City Hotel,1,22,2016,August,36,31,0,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,122,0,3,Canceled,17/08/2016
City Hotel,1,186,2017,May,22,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,,0,Transient,130,0,0,Canceled,25/11/2016
City Hotel,0,34,2016,October,42,13,0,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,2,No Deposit,14,,0,Transient,175.5,0,0,Check-Out,15/10/2016
City Hotel,1,132,2017,April,14,3,3,8,2,0,0,BB,URY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,117.82,0,0,Canceled,23/11/2016
City Hotel,1,2,2017,February,5,2,0,2,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,88,0,1,No-Show,02/02/2017
City Hotel,1,137,2016,August,35,23,0,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,100.8,0,0,Canceled,12/04/2016
City Hotel,0,47,2016,September,37,10,1,1,2,0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,96,0,1,Check-Out,12/09/2016
City Hotel,1,311,2017,February,8,25,2,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,107.95,0,1,Canceled,21/04/2016
City Hotel,1,398,2016,August,33,11,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,1,102,2017,June,26,29,1,3,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,144,0,0,Canceled,19/03/2017
City Hotel,1,223,2016,September,36,2,4,12,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.73,0,1,Canceled,25/04/2016
City Hotel,1,21,2016,June,24,10,2,4,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,206,0,0,Canceled,24/05/2016
City Hotel,0,207,2016,August,34,20,4,6,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,,0,Transient-Party,72.25,0,0,Check-Out,30/08/2016
City Hotel,0,83,2016,April,15,3,2,1,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,159.3,0,2,Check-Out,06/04/2016
City Hotel,0,1,2017,July,29,18,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,85,0,2,Check-Out,21/07/2017
City Hotel,1,0,2015,October,41,4,1,0,1,0,0,BB,PRT,Direct,Direct,1,0,0,A,A,1,No Deposit,,,0,Transient,145,0,0,No-Show,04/10/2015
City Hotel,0,53,2015,August,35,24,1,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Check-Out,26/08/2015
City Hotel,1,478,2017,August,32,8,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,,0,Transient,90,0,0,Canceled,04/07/2017
City Hotel,1,187,2016,August,36,28,2,5,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.05,0,0,Canceled,09/07/2016
City Hotel,0,3,2016,December,51,15,4,8,1,0,0,BB,BRA,Direct,Direct,0,0,0,A,A,3,No Deposit,14,,0,Transient,78,0,0,Check-Out,27/12/2016
City Hotel,0,137,2017,July,31,31,1,2,3,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,175.5,0,1,Check-Out,03/08/2017
City Hotel,1,3,2016,August,32,6,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,139,0,0,Canceled,03/08/2016
City Hotel,0,116,2017,May,19,7,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,89.1,0,0,Check-Out,10/05/2017
City Hotel,1,25,2017,April,18,30,4,8,1,0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,150.42,0,0,No-Show,30/04/2017
City Hotel,1,82,2016,June,27,27,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,96.3,0,0,Canceled,06/04/2016
City Hotel,1,61,2016,May,19,7,2,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,159.3,0,0,Canceled,27/04/2016
City Hotel,1,169,2017,June,23,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,,0,Transient,170,0,0,Canceled,21/12/2016
City Hotel,1,100,2015,October,44,31,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,19/10/2015
City Hotel,0,112,2015,August,34,17,1,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,76.5,0,1,Check-Out,20/08/2015
City Hotel,1,330,2015,September,37,12,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,06/07/2015
City Hotel,1,100,2017,February,7,14,0,3,2,0,0,BB,LVA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93.6,0,1,Canceled,09/11/2016
City Hotel,0,106,2016,May,23,29,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient-Party,95,0,1,Check-Out,30/05/2016
City Hotel,1,30,2015,September,40,30,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,,0,Transient,121,0,0,Canceled,15/09/2015
City Hotel,0,1,2016,October,42,11,0,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9,,0,Transient,140,0,0,Check-Out,13/10/2016
City Hotel,0,130,2017,July,30,24,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,120.83,0,3,Check-Out,27/07/2017
City Hotel,0,4,2016,August,35,25,0,1,2,0,0,BB,CHL,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,,0,Transient,149,0,1,Check-Out,26/08/2016
City Hotel,0,109,2017,August,32,9,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,,0,Transient,185,0,1,Check-Out,12/08/2017
City Hotel,1,52,2017,March,11,13,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56,,0,Transient,80,0,0,Canceled,20/01/2017
City Hotel,0,11,2016,October,41,3,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,85,0,0,Check-Out,06/10/2016
City Hotel,1,54,2017,April,14,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110,0,0,Canceled,13/02/2017
City Hotel,1,14,2016,April,15,7,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,126,0,0,Canceled,24/03/2016
City Hotel,0,234,2017,August,34,22,0,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,,0,Transient,80.1,0,1,Check-Out,25/08/2017
City Hotel,0,68,2016,March,13,20,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,99.45,0,1,Check-Out,25/03/2016
City Hotel,1,66,2017,April,15,9,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100,0,0,Canceled,02/02/2017
City Hotel,1,433,2016,September,38,15,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
City Hotel,1,247,2016,October,44,28,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,110,0,0,Canceled,15/03/2016
City Hotel,0,105,2016,October,42,12,0,3,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,132,,0,Transient-Party,70,0,0,Check-Out,15/10/2016
City Hotel,0,29,2015,December,50,6,2,1,2,0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,83,,0,Group,66,1,1,Check-Out,09/12/2015
City Hotel,0,74,2016,April,17,17,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28,,0,Transient,75,0,0,Check-Out,21/04/2016
City Hotel,1,277,2016,November,46,7,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100,0,0,Canceled,04/04/2016
City Hotel,0,106,2017,April,17,26,1,4,1,0,0,BB,NOR,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,100.8,0,0,Check-Out,01/05/2017
City Hotel,0,0,2016,June,23,4,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,129,0,1,Check-Out,05/06/2016
City Hotel,0,414,2017,July,28,13,0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,122.4,0,1,Check-Out,15/07/2017
City Hotel,1,223,2016,June,25,14,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133,,40,Transient,135,0,0,Canceled,14/12/2015
City Hotel,0,29,2017,January,3,18,0,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171,,0,Transient-Party,65,0,0,Check-Out,21/01/2017
City Hotel,0,215,2016,November,48,21,1,1,1,0,0,BB,CZE,Groups,Corporate,0,0,0,A,D,1,No Deposit,,233,0,Transient,75,0,0,Check-Out,23/11/2016
City Hotel,0,12,2016,November,48,23,0,2,1,0,0,BB,FRA,Corporate,Corporate,1,0,3,A,A,1,No Deposit,,91,0,Transient,79,0,0,Check-Out,25/11/2016
City Hotel,1,108,2016,March,12,18,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,154,,0,Transient,80,0,0,Canceled,29/12/2015
City Hotel,0,74,2015,September,38,18,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,6,,0,Transient-Party,87,0,0,Check-Out,20/09/2015
City Hotel,1,128,2016,June,26,20,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,120,0,0,Canceled,23/02/2016
City Hotel,0,298,2016,May,20,10,0,2,2,0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,207,Transient-Party,93,0,0,Check-Out,12/05/2016
City Hotel,0,118,2016,June,24,6,1,2,1,0,0,BB,TUR,Offline TA/TO,Corporate,0,0,0,A,A,2,No Deposit,191,,0,Transient-Party,110,0,0,Check-Out,09/06/2016
City Hotel,1,1,2016,April,16,12,2,6,1,0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153,,0,Transient,95,0,0,No-Show,12/04/2016
City Hotel,0,47,2016,September,37,9,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,125.1,0,1,Check-Out,11/09/2016
City Hotel,1,342,2015,September,39,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Contract,62,0,0,Canceled,01/01/2015
City Hotel,1,67,2017,February,7,12,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3,,0,Transient,80,0,0,Canceled,07/12/2016
City Hotel,0,103,2017,May,20,19,1,2,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135,0,1,Check-Out,22/05/2017
City Hotel,0,206,2017,March,13,26,2,1,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,1,No Deposit,296,,0,Transient-Party,72,0,0,Check-Out,29/03/2017
City Hotel,1,204,2017,March,10,5,1,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90,0,1,Canceled,28/09/2016
City Hotel,0,101,2017,June,24,11,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,28,,0,Transient,112.5,0,0,Check-Out,14/06/2017
City Hotel,1,30,2016,October,41,3,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,152.78,0,0,Canceled,04/09/2016
City Hotel,1,73,2016,May,19,7,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,,0,Transient,170.17,0,0,Canceled,01/03/2016
City Hotel,0,6,2015,December,50,10,0,2,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,0,0,0,Check-Out,12/12/2015
City Hotel,0,27,2017,February,9,26,2,4,2,1,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,22,,0,Transient,68,0,0,Check-Out,04/03/2017
City Hotel,1,267,2016,March,14,31,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21/10/2015
